official_title,study_first_posted_date,verification_date,start_date,start_month_year,nct_id,phase,last_known_status,study_type,enrollment,overall_status,facilitiesCount,multisite,funding,fundingComb,intervention_comb,interventionType,interventionTypeCombined,were_results_reported,pubCount,pubCountBool,diverse,diverseGroup,yearStart,numMissing,interventionDrugNonDrug,industryNonIndustry,raceSpecific
Evaluating CVD Medication Adherence Program in Low SES,3/3/2015,1/31/2016,1/31/2015,Jan-15,NCT02375737,Not Applicable,NA,Interventional,100,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Chronobiology and Chronopharmacology to Prevent Sickle Cell Kidney Disease,2/26/2015,5/31/2019,4/30/2015,Apr-15,NCT02373241,Phase 2,NA,Interventional,40,Recruiting,1,FALSE,NIH,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,8,TRUE,Non-race specific,Non-race specific,2015,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Mechanistic Study of the Systolic Blood Pressure Lowering Effect of Dapagliflozin in Type 2 Diabetes,2/26/2015,2/28/2015,2/28/2015,Feb-15,NCT02372955,Phase 4,Recruiting,Interventional,21,Unknown status,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,2/25/2015,8/31/2019,5/1/2015,1-May-15,NCT02371317,Not Applicable,NA,Interventional,141,"Active, not recruiting",2,TRUE,Other,Other,"Behavioral, Behavioral, Other",Behavioral,Behavioral,FALSE,1,TRUE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Acute Effects of Nutrition Supplementation on Treatment Efficiency and Hemodynamics During Dialysis,2/25/2015,9/30/2017,2/28/2015,Feb-15,NCT02371018,Not Applicable,NA,Interventional,20,Completed,1,FALSE,Other,Other,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,2/13/2015,8/31/2017,1/31/2015,Jan-15,NCT02362737,Not Applicable,"Active, not recruiting",Interventional,332,Unknown status,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The Effects of Including Almonds in an Energy-restricted Diet on Weight, Abdominal Fat Loss, Blood Pressure, and Cognitive Function",2/11/2015,1/31/2018,10/31/2012,Oct-12,NCT02360787,Not Applicable,NA,Interventional,80,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Mechanisms of Refractory Hypertension (High and Low Salt Diet),2/6/2015,5/31/2019,2/28/2015,Feb-15,NCT02357017,Not Applicable,NA,Interventional,40,"Active, not recruiting",1,FALSE,Other,Other,Dietary Supplement,other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,2/6/2015,3/31/2019,2/28/2015,Feb-15,NCT02357004,Not Applicable,NA,Interventional,100,"Active, not recruiting",1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,3,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pharmacokinetics of Amlodipine Besylate at Delivery and During Lactation,2/3/2015,1/31/2019,1/31/2015,Jan-15,NCT02353806,Phase 4,NA,Interventional,16,Completed,1,FALSE,NIH,Public,Drug,Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Treating Resistant Hypertension Using Lifestyle Modification to Promote Health,1/21/2015,12/31/2019,6/30/2015,Jun-15,NCT02342808,Not Applicable,NA,Interventional,150,Recruiting,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2015,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,12/30/2014,3/31/2019,11/30/2014,Nov-14,NCT02327312,Not Applicable,NA,Interventional,1200,Recruiting,10,TRUE,Industry,Industry,"Device, Procedure, Device",Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,3,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
Barber-Pharmacist Coordination to Improve Blood Pressure Management in Black Men,12/22/2014,7/31/2018,2/17/2015,17-Feb-15,NCT02321618,Not Applicable,NA,Interventional,320,Completed,1,FALSE,NIH,Public,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Accuracy Assessment of an Automatic Blood Pressure Measurement Device in Pregnant Women,12/18/2014,12/31/2018,6/30/2015,Jun-15,NCT02319174,Not Applicable,NA,Interventional,43,Completed,1,FALSE,Other,Other,Device,Device,Device,TRUE,6,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Nudging Doctors to Collaborate With Pharmacists to Improve Medication Adherence,12/3/2014,11/30/2014,3/31/2011,Mar-11,NCT02306122,Not Applicable,NA,Interventional,2697,Completed,1,FALSE,NIH,Public,"Behavioral, Behavioral, Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Proof of Concept Study of Electrical Discharge Produced Nitric Oxide for Inhalation,12/2/2014,2/28/2017,4/30/2015,Apr-15,NCT02305550,Not Applicable,NA,Interventional,12,Completed,1,FALSE,Other,Other,Device,Device,Device,FALSE,2,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Multi-Component Behavioral Intervention for Complex Patients With CVD Risk. The Changing Results: Engage and Activate to Enhance Wellness (CREATE Wellness) Study,11/27/2014,10/31/2018,1/31/2015,Jan-15,NCT02302612,Not Applicable,NA,Interventional,647,Completed,1,FALSE,NIH,Public,"Behavioral, Other",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,11/26/2014,2/28/2018,10/31/2014,Oct-14,NCT02301455,Not Applicable,NA,Interventional,104,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,3,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Pragmatic Multicenter Randomized Clinical Trial (RCT) of Antihypertensive Therapy for Mild Chronic Hypertension During Pregnancy: Chronic Hypertension and Pregnancy (CHAP) Project,11/24/2014,11/30/2019,6/30/2015,Jun-15,NCT02299414,Phase 4,NA,Interventional,2404,Recruiting,75,TRUE,NIH,Public,"Drug, Other",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
To Evaluate the Effect of Liraglutide on Ambulatory Blood Pressure-A Pilot Study,11/24/2014,4/30/2019,10/31/2014,Oct-14,NCT02299388,Phase 4,NA,Interventional,11,Completed,1,FALSE,Industry,Industry,Drug,Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Online CBT-I for High Blood Pressure,11/24/2014,8/31/2016,8/31/2014,Aug-14,NCT02299193,Not Applicable,NA,Interventional,58,Completed,1,FALSE,Other,Other,"Behavioral, Behavioral",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pharmacogenetic Prediction of Metoprolol Effectiveness,11/18/2014,3/31/2018,9/30/2014,Sep-14,NCT02293096,Not Applicable,NA,Interventional,500,Recruiting,1,FALSE,NIH,Public,"Drug, Genetic, Procedure",Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"The Effect of Intranasal Vasoconstrictor Medications on Hemodynamic Parameters: A Randomized Double-blind, Placebo-controlled Trial.",11/7/2014,9/30/2018,11/30/2014,Nov-14,NCT02285634,Not Applicable,NA,Interventional,68,Completed,1,FALSE,Other,Other,"Drug, Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,1,TRUE,Non-race specific,Non-race specific,2014,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The SCCS Polypill Pilot Trial,10/30/2014,12/31/2019,12/31/2015,Dec-15,NCT02278471,Phase 2,NA,Interventional,303,Completed,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Accuracy Assessment of an Automatic Blood Pressure Measurement Device in Adult Volunteers,10/17/2014,9/30/2018,1/31/2015,Jan-15,NCT02267577,Not Applicable,NA,Interventional,90,Completed,1,FALSE,Other,Other,"Device, Device",Device,Device,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Hypoxia and Inflammatory Injury in Human Renovascular Hypertension : Phase 1 Trial of Mesenchymal Stem Cell Therapy,10/17/2014,6/30/2019,10/31/2014,Oct-14,NCT02266394,Phase 1,NA,Interventional,42,"Active, not recruiting",3,TRUE,Other,Other,"Drug, Procedure",Procedure,Procedure,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Impact of Patient Navigators on Health Education and Quality of Life in Formerly Incarcerated Patients,10/8/2014,8/31/2015,6/30/2014,Jun-14,NCT02259634,Not Applicable,NA,Interventional,144,Terminated,2,TRUE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
The Effects of L-Tyrosine on Non-invasive Ambulatory Blood Pressure and Heart Rate Monitoring in Parkinson's Disease,10/8/2014,9/30/2014,10/31/2014,Oct-14,NCT02259049,Early Phase 1,NA,Interventional,6,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Tissue Sodium in Pre-hypertensive Patients,9/10/2014,4/30/2019,9/30/2014,Sep-14,NCT02236520,Phase 2,NA,Interventional,71,Completed,1,FALSE,Other,Other,"Drug, Drug, Dietary Supplement, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,African American,Race-specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Cardiovascular Disease Prevention Among African-Americans by FAITH! (Fostering African-American Improvement in Total Health),9/10/2014,12/31/2015,9/30/2014,Sep-14,NCT02235896,Not Applicable,NA,Interventional,37,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,African American,Race-specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Genomic Medicine Pilot for Hypertension and Kidney Disease in Primary Care,9/9/2014,1/31/2018,11/30/2014,Nov-14,NCT02234063,Not Applicable,NA,Interventional,2052,Completed,2,TRUE,Other,Other,Other,other,other,FALSE,NA,FALSE,African American,Race-specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
A Pilot Study of a Lifestyle Intervention on the Metabolic Syndrome,9/8/2014,9/30/2017,9/20/2013,20-Sep-13,NCT02233088,Not Applicable,"Active, not recruiting",Interventional,48,Unknown status,1,FALSE,NIH,Public,"Behavioral, Other, Other",Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Treatment of Resistant Hypertension by Prevention of T-Cell Co-Stimulation,9/5/2014,12/31/2016,8/31/2014,Aug-14,NCT02232880,Phase 2,NA,Interventional,1,Terminated,1,FALSE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Social Work Intervention Focused on Transitions Among At-Risk Older Adults,9/5/2014,12/31/2016,2/28/2011,Feb-11,NCT02232126,Not Applicable,NA,Interventional,181,Completed,2,TRUE,NIH,Public,Other,other,other,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Biomarker Guided Therapies in Stage A/B Heart Failure,9/3/2014,10/31/2019,10/1/2014,1-Oct-14,NCT02230891,Phase 2,NA,Interventional,210,"Active, not recruiting",1,FALSE,U.S. Fed,Public,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"An Open-Label Pilot Trial to Evaluate the Safety, Tolerability and Efficacy of IDN-6556 in Cirrhotic Subjects With Portal Hypertension",9/3/2014,10/31/2016,8/31/2014,Aug-14,NCT02230683,Phase 2,NA,Interventional,23,Completed,16,TRUE,Industry,Industry,Drug,Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Regular Apple Consumption Improves Cardiovascular Risk Factors and Glycemic Control in Overweight and Obese Prediabetics and Type 2 Diabetics,8/25/2014,12/31/2016,8/31/2014,Aug-14,NCT02224365,Phase 2,NA,Interventional,50,Completed,1,FALSE,Other,Other,"Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Postpartum Hemorrhage Prevention in Patients With Preeclampsia (PHP3 Study),8/20/2014,1/31/2020,2/28/2015,Feb-15,NCT02221830,Early Phase 1,NA,Interventional,124,Recruiting,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Pulmonary Hemodynamic Effects of Stored Red Blood Cell Transfusion in Post-Operative Cardiac Surgical Patients: Influence of Breathing Nitric Oxide. A Randomized Controlled Trial in the Cardiac-Intensive Care Unit.,8/15/2014,3/31/2016,3/31/2016,Mar-16,NCT02217683,Phase 2,NA,Interventional,0,Withdrawn,1,FALSE,Other,Other,Drug,Drug,Pharmaceutical,FALSE,1,TRUE,Non-race specific,Non-race specific,2014,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
MEDication Focused Outpatient Care for Underutilization of Secondary Prevention,8/13/2014,2/28/2019,1/20/2015,20-Jan-15,NCT02215408,Not Applicable,NA,Interventional,402,Completed,18,TRUE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,2,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Dietary Approaches to Stopping Hypertension (DASH) Mobile App Pilot,8/12/2014,3/31/2017,7/31/2015,Jul-15,NCT02214459,Not Applicable,NA,Interventional,24,Completed,1,FALSE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Effect of Minocycline Treatment on Drug-Resistant Hypertensive Patients,8/11/2014,6/30/2019,7/15/2017,15-Jul-17,NCT02213575,Phase 1,NA,Interventional,9,Recruiting,1,FALSE,NIH,Public,Drug,Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Phase I Study of Nicotinamide for Early Onset Preeclampsia,8/11/2014,3/31/2018,1/1/2014,1-Jan-14,NCT02213094,Phase 1,NA,Interventional,10,Completed,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
NA,8/7/2014,10/31/2018,8/31/2014,Aug-14,NCT02210767,Not Applicable,NA,Interventional,46,Completed,1,FALSE,Other,Other,"Other, Other, Other",other,other,FALSE,7,TRUE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Early Identification and Action in CKD,8/5/2014,11/30/2016,9/30/2014,Sep-14,NCT02208674,Not Applicable,NA,Interventional,47,Completed,1,FALSE,Other,Other,Other,other,other,FALSE,1,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Barber-Based Intervention for Hypertension in Black Men: Follow-Up Evaluation,7/23/2014,7/31/2014,8/31/2009,Aug-09,NCT02198144,Not Applicable,NA,Interventional,14,Completed,1,FALSE,NIH,Public,Other,other,other,FALSE,3,TRUE,African American,Race-specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"A Randomised, Double-blind, Placebo-controlled, Parallel Group, Efficacy and Safety Study of Empagliflozin (10mg, 25mg) Administered Orally, Once Daily Over 24 Weeks in Hypertensive Black/African American Patients With Type 2 Diabetes Mellitus",7/8/2014,6/30/2018,7/25/2014,25-Jul-14,NCT02182830,Phase 3,NA,Interventional,166,Completed,92,TRUE,Industry,Industry,"Drug, Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,African American,Race-specific,2014,2,Drug Intervention,Industry Sponsor,Non-Race Specific
Implementing and Testing a Culturally-Tailored Stroke Risk Factor Reduction Intervention in Community Senior Centers,7/3/2014,12/31/2019,10/31/2014,Oct-14,NCT02181062,Not Applicable,NA,Interventional,240,Completed,4,TRUE,Other,Other,Behavioral,Behavioral,Behavioral,FALSE,22,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
"Effect of Soy on HDL-C Function, Central Blood Pressure, and Arterial Stiffness",7/3/2014,3/31/2016,3/31/2014,Mar-14,NCT02180841,Not Applicable,NA,Interventional,20,Completed,1,FALSE,Industry,Industry,"Dietary Supplement, Dietary Supplement, Dietary Supplement",other,other,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Non-Drug Intervention,Industry Sponsor,Non-Race Specific
NA,7/1/2014,4/30/2018,6/30/2014,Jun-14,NCT02179008,Phase 2,NA,Interventional,184,Completed,14,TRUE,Industry,Industry,"Drug, Drug, Drug, Drug, Drug, Drug",Drug,Pharmaceutical,FALSE,NA,FALSE,Non-race specific,Non-race specific,2014,3,Drug Intervention,Industry Sponsor,Non-Race Specific
"A Placebo-Controlled, Randomized, Double-Blind, Parallel Group Study to Evaluate the Efficacy and Safety of ETC-1002 in Patients With Hypercholesterolemia and Hypertension",6/30/2014,3/31/2019,6/30/2014,Jun-14,NCT02178098,Phase 2,NA,Interventional,143,Completed,35,TRUE,Industry,Industry,"Drug, Drug",Drug,Pharmaceutical,FALSE,4,TRUE,Non-race specific,Non-race specific,2014,1,Drug Intervention,Industry Sponsor,Non-Race Specific
Comparison of Oral Nifedipine to Oral Labetolol for the Management of Severe Postpartum Hypertension,6/20/2014,11/30/2017,6/30/2014,Jun-14,NCT02168309,Not Applicable,NA,Interventional,50,Completed,1,FALSE,Other,Other,"Drug, Drug",Drug,Pharmaceutical,TRUE,NA,FALSE,Non-race specific,Non-race specific,2014,2,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Controlling Blood Pressure in Treatment Resistant Hypertension: A Pilot Study,6/19/2014,9/30/2014,6/30/2011,Jun-11,NCT02167464,Not Applicable,NA,Interventional,70,Completed,8,TRUE,Other,Other,"Drug, Other, Drug",Drug,Pharmaceutical,FALSE,2,TRUE,Non-race specific,Non-race specific,2014,1,Drug Intervention,Non-Industry Sponsor,Non-Race Specific
Mechanisms of Arterial Hypotension in Chronic Spinal Cord Injury,6/3/2014,4/30/2019,6/30/2011,Jun-11,NCT02154412,Not Applicable,NA,Interventional,24,"Active, not recruiting",1,FALSE,Other,Other,Other,other,other,FALSE,12,TRUE,Non-race specific,Non-race specific,2014,1,Non-Drug Intervention,Non-Industry Sponsor,Non-Race Specific
